"SERIES_CODE","COUNTRY.ID","COUNTRY","INDICATOR.ID","INDICATOR","SCALE.ID","SCALE","UNIT.ID","UNIT","COUNTRY_UPDATE_DATE","METHODOLOGY","METHODOLOGY_NOTES","KEY_INDICATOR","SERIES_NAME","LATEST_ACTUAL_ANNUAL_DATA","HISTORICAL_DATA_SOURCE","BASE_YEAR","START_END_MONTHS_OF_REPORTING_YEAR","CHAIN_WEIGHTED","PRIMARY_DOMESTIC_CURRENCY","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021","X2022","X2023","X2024","X2025","X2026","X2027","X2028","X2029","X2030"
"MNG.NGDPRPPPPC.A","MNG","Mongolia","NGDPRPPPPC","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",0,"Units","","","9/16/2025","System of National Accounts (SNA) 2008","Data prior to 1991 cannot be confirmed by national sources. Data after 2000 has been rebased. Discrepancies rise from staff estimates based on the balance of payment data and the authorities' data on net exports at constant price.","","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021","2024","National Statistics Office","2015","January/December","No","Mongolian tögrög",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6872.603,6091.267,5426.388,5206.01,5267.373,5520.245,5561.756,5699.678,5807.865,5902.053,5896.133,6095.334,6329.818,6715.362,7270.65,7654.686,8176.414,8766.193,9290.272,8929.467,9427.367,10858.052,11957.26,13065.255,13786.503,13833.314,13759.7,14270.198,15087.79,15650.873,14667.6,14678.605,15205.046,16113.642,16747.401,17476.858,18238.768,19028.514,19816.344,20583.656,21381.976
"MNE.NGDP_R.A","MNE","Montenegro","NGDP_R","Gross domestic product (GDP), Constant prices, Domestic currency",9,"Billions","XDC","Domestic currency","9/26/2025","European System of Accounts (ESA) 2010","Historical data source: MONSTAT","true","Gross domestic product (GDP), Constant prices, Domestic currency","2024","National Statistics Office","2006","January/December","No","Euro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.733,1.752,1.785,1.83,1.91,1.99,2.162,2.315,2.475,2.326,2.392,2.473,2.411,2.493,2.552,2.616,2.706,2.793,2.926,3.054,2.596,2.935,3.162,3.367,3.474,3.585,3.7,3.81,3.925,4.043,4.164
"MNE.NGDPRPC.A","MNE","Montenegro","NGDPRPC","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",0,"Units","XDC","Domestic currency","9/26/2025","European System of Accounts (ESA) 2010","Historical data source: MONSTAT","true","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency","2024","National Statistics Office","2006","January/December","No","Euro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2864.298,2884.177,2927.222,2988.451,3114.418,3240.427,3514.732,3759.54,4011.334,3762.573,3860.844,3986.212,3880.35,4004.211,4091.52,4188.66,4327.859,4462.584,4670.392,4873.155,4143.618,4695.723,5071.012,5400.067,5568.147,5743.456,5924.284,6098.963,6278.793,6463.925,6654.515
"MNE.NGDPRPPPPC.A","MNE","Montenegro","NGDPRPPPPC","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",0,"Units","","","9/26/2025","European System of Accounts (ESA) 2010","Historical data source: MONSTAT","","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021","2024","National Statistics Office","2006","January/December","No","Euro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14716.274,14818.409,15039.566,15354.147,16001.347,16648.757,18058.09,19315.874,20609.545,19331.457,19836.356,20480.473,19936.574,20572.949,21021.527,21520.617,22235.795,22927.989,23995.671,25037.435,21289.199,24125.821,26053.99,27744.618,28608.184,29508.891,30437.957,31335.428,32259.361,33210.537,34189.758
"MAR.NGDP_R.A","MAR","Morocco","NGDP_R","Gross domestic product (GDP), Constant prices, Domestic currency",9,"Billions","XDC","Domestic currency","9/11/2025","System of National Accounts (SNA) 2008","","true","Gross domestic product (GDP), Constant prices, Domestic currency","2024","National Statistics Office","2014","January/December","Yes, from 2007","Moroccan dirham",275.459,267.843,293.607,291.971,304.633,323.899,350.783,341.858,377.462,386.392,401.982,432.318,419.748,415.538,463.301,433.982,492.394,482.488,520.987,523.745,532.086,572.269,591.246,628.594,658.779,678.4,731.044,750.824,795.297,829.047,860.681,905.831,933.096,975.416,1001.454,1044.963,1050.409,1103.538,1137.369,1170.249,1086.246,1174.827,1196.123,1239.849,1286.881,1343.422,1399.87,1455.923,1514.163,1573.246,1632.996
"MAR.NGDPRPC.A","MAR","Morocco","NGDPRPC","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",0,"Units","XDC","Domestic currency","9/11/2025","System of National Accounts (SNA) 2008","","true","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency","2024","National Statistics Office","2014","January/December","Yes, from 2007","Moroccan dirham",14175.737,13433.61,14350.989,13940.229,14207.978,14755.787,15611.659,14862.104,16043.279,16049.833,16633.509,17549.647,16726.36,16264.355,17822.011,16448.681,18329.139,17685.214,18815.667,18649.231,18691.983,19847.709,20258.557,21293.835,22038.639,22452.424,23885.643,24221.692,25335.192,26082.143,26744.174,27804.138,28294.499,29223.321,29586.8,30621.626,30458.115,31663.549,32293.271,32884.171,30213.785,32352.794,32618.571,33489.52,34436.206,35623.186,36790.263,37933.431,39119.593,40315.856,41520.372
"MAR.NGDPRPPPPC.A","MAR","Morocco","NGDPRPPPPC","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",0,"Units","","","9/11/2025","System of National Accounts (SNA) 2008","","","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021","2024","National Statistics Office","2014","January/December","Yes, from 2007","Moroccan dirham",3903.247,3698.904,3951.502,3838.4,3912.124,4062.962,4298.624,4092.236,4417.469,4419.273,4579.987,4832.243,4605.553,4478.341,4907.237,4529.095,5046.874,4869.571,5180.838,5135.01,5146.782,5465.007,5578.133,5863.194,6068.273,6182.208,6576.84,6669.37,6975.969,7181.64,7363.928,7655.786,7790.806,8046.554,8146.637,8431.573,8386.551,8718.463,8891.855,9054.558,8319.275,8908.245,8981.426,9221.239,9481.906,9808.738,10130.089,10444.857,10771.463,11100.85,11432.51
"MOZ.NGDP_R.A","MOZ","Mozambique, Republic of","NGDP_R","Gross domestic product (GDP), Constant prices, Domestic currency",9,"Billions","XDC","Domestic currency","9/24/2025","System of National Accounts (SNA) 2008","Data prior to 1992 cannot be confirmed by national sources at this time. Historical data source: Instituto Nacional de Estadistica (INE). Base year: Annual NA has been rebased to 2019. Quarterly NA is still with base 2014.","true","Gross domestic product (GDP), Constant prices, Domestic currency","2023","National Statistics Office","2019","January/December","No","Mozambican metical",147.748,155.135,144.431,121.755,113.841,114.979,112.335,128.848,139.414,148.475,149.96,159.785,147.679,163.836,174.387,178.089,197.137,220.429,243.286,272.035,274.119,309.348,339.257,363.744,393.588,418.431,459.901,495.08,529.132,560.504,597.944,640.602,691.815,737.277,794.066,852.772,892.827,916.382,948.317,970.297,958.464,981.251,1024.077,1080.212,1103.421,1130.781,1170.261,1220.31,1268.856,1385.575,1542.595
"MOZ.NGDPRPC.A","MOZ","Mozambique, Republic of","NGDPRPC","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",0,"Units","XDC","Domestic currency","9/24/2025","System of National Accounts (SNA) 2008","Data prior to 1992 cannot be confirmed by national sources at this time. Historical data source: Instituto Nacional de Estadistica (INE). Base year: Annual NA has been rebased to 2019. Quarterly NA is still with base 2014.","true","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency","2023","National Statistics Office","2019","January/December","No","Mozambican metical",12703.79,13022.229,11848.464,9787.558,9009.168,9007.824,8770.288,10076.996,10927.538,11594.255,11546.688,11988.644,10696.727,11400.499,11666.204,11502.022,12351.598,13443.108,14469.298,15775.471,15476.522,16976.73,18080.065,18816.521,19767.813,20417.317,21816.824,22842.833,23752.821,24481.804,25410.292,26484.837,27825.447,28844.104,30208.484,31535.092,32081.54,31986.519,32229.504,32038.235,30741.441,30590.417,31061.328,31867.148,31654.376,31555.612,31778.381,32256.782,32660.8,34743.459,37697.18
"MOZ.NGDPRPPPPC.A","MOZ","Mozambique, Republic of","NGDPRPPPPC","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",0,"Units","","","9/24/2025","System of National Accounts (SNA) 2008","Data prior to 1992 cannot be confirmed by national sources at this time. Historical data source: Instituto Nacional de Estadistica (INE). Base year: Annual NA has been rebased to 2019. Quarterly NA is still with base 2014.","","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021","2023","National Statistics Office","2019","January/December","No","Mozambican metical",598.204,613.199,557.928,460.882,424.229,424.166,412.981,474.512,514.563,545.957,543.717,564.529,503.694,536.834,549.345,541.614,581.62,633.017,681.339,742.845,728.768,799.411,851.365,886.044,930.839,961.423,1027.324,1075.637,1118.487,1152.814,1196.535,1247.134,1310.261,1358.229,1422.475,1484.943,1510.675,1506.201,1517.642,1508.636,1447.572,1440.46,1462.635,1500.58,1490.56,1485.91,1496.4,1518.927,1537.951,1636.021,1775.108
"MMR.NGDP_R.A","MMR","Myanmar","NGDP_R","Gross domestic product (GDP), Constant prices, Domestic currency",9,"Billions","XDC","Domestic currency","8/27/2025","Other","Historical data source: Ministry of Planning and Finance. Historical data up to 2015/16 have been re-estimated by IMF staff to ensure data consistency after the change of fiscal year from April-March to October-September. The fiscal year was restored to April-March since FY2021/22. Data refer to fiscal years. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t). In 2018 Myanmar authorities changed the fiscal year to 1 October to 30 September from previously 1 April to 31 March. Historical data up to 2015/16 have been re-estimated by IMF staff to ensure data consistency. The fiscal year was restored to April-March since FY2021/22.","true","Gross domestic product (GDP), Constant prices, Domestic currency","FY2021/22","Other","FY2015/16","April/March","No","Myanmar kyat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15435.135,16736.603,18814.987,21160.785,23261.532,26331.141,30364.426,34483.954,39072.692,43956.969,47279.407,49352.811,51942.183,54784.1,58337.262,62945.129,68106.528,72099.254,76972.175,81695.271,86823.685,92521.347,84164.9,74069.189,77044.583,77813.076,76940.027,74880.226,77112.547,79412.893,81408.423,83168.142,84671.56
"MMR.NGDPRPC.A","MMR","Myanmar","NGDPRPC","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",0,"Units","XDC","Domestic currency","8/27/2025","Other","Historical data source: Ministry of Planning and Finance. Historical data up to 2015/16 have been re-estimated by IMF staff to ensure data consistency after the change of fiscal year from April-March to October-September. The fiscal year was restored to April-March since FY2021/22. Data refer to fiscal years. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t). In 2018 Myanmar authorities changed the fiscal year to 1 October to 30 September from previously 1 April to 31 March. Historical data up to 2015/16 have been re-estimated by IMF staff to ensure data consistency. The fiscal year was restored to April-March since FY2021/22.","true","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency","FY2021/22","Other","FY2015/16","April/March","No","Myanmar kyat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,343593.549,367295.137,407439.204,452856.356,492860.812,553304.774,633648.676,715173.77,805450.44,900511.538,962382.207,997949.339,1043032.549,1092049.452,1153841.517,1234724.946,1324529.286,1390651.632,1473046.291,1551814.625,1637588.353,1733325.254,1566673.904,1370379.507,1417295.389,1423784.127,1400787.268,1356961.907,1391419.987,1427281.235,1457890.378,1484567.47,1507011.396
"MMR.NGDPRPPPPC.A","MMR","Myanmar","NGDPRPPPPC","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",0,"Units","","","8/27/2025","Other","Historical data source: Ministry of Planning and Finance. Historical data up to 2015/16 have been re-estimated by IMF staff to ensure data consistency after the change of fiscal year from April-March to October-September. The fiscal year was restored to April-March since FY2021/22. Data refer to fiscal years. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t). In 2018 Myanmar authorities changed the fiscal year to 1 October to 30 September from previously 1 April to 31 March. Historical data up to 2015/16 have been re-estimated by IMF staff to ensure data consistency. The fiscal year was restored to April-March since FY2021/22.","","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021","FY2021/22","Other","FY2015/16","April/March","No","Myanmar kyat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1075.111,1149.274,1274.886,1416.997,1542.172,1731.302,1982.7,2237.794,2520.271,2817.719,3011.314,3122.604,3263.67,3417.045,3610.394,3863.48,4144.48,4351.378,4609.192,4855.66,5124.048,5423.611,4902.155,4287.946,4434.747,4455.05,4383.092,4245.962,4353.782,4465.993,4561.769,4645.242,4715.47
"NAM.NGDP_R.A","NAM","Namibia","NGDP_R","Gross domestic product (GDP), Constant prices, Domestic currency",9,"Billions","XDC","Domestic currency","9/18/2025","System of National Accounts (SNA) 1993","","true","Gross domestic product (GDP), Constant prices, Domestic currency","2024","National Statistics Office","2015","January/December","No","Namibian dollar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.859,55.683,60.844,59.859,61.657,64.194,66.246,69.039,71.311,73.712,76.29,78.115,83.333,86.231,91.95,96.245,100.044,103.692,106.439,106.754,113.202,118.965,124.987,132.004,140.047,146.019,146.068,144.568,146.1,144.874,133.137,137.935,145.382,151.841,157.476,163.139,169.409,174.354,179.647,185.113,190.699
"NAM.NGDPRPC.A","NAM","Namibia","NGDPRPC","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",0,"Units","XDC","Domestic currency","9/18/2025","System of National Accounts (SNA) 1993","","true","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency","2024","National Statistics Office","2015","January/December","No","Namibian dollar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39292.108,39697.788,41811.895,39809.98,39800.125,40635.619,40776.952,41399.725,41680.15,42010.894,42426.55,42473.807,44445.538,45266.168,47644.123,49249.717,50554.337,51720.919,52372.157,51778.699,54084.745,55942.018,57702.059,59374.873,61376.177,62334.562,60707.367,58474.292,57488.39,55437.699,49535.377,49799.524,50988.113,51857.55,52670.397,53501.79,54530.129,55094.764,55768.198,56470.386,57168.388
"NAM.NGDPRPPPPC.A","NAM","Namibia","NGDPRPPPPC","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",0,"Units","","","9/18/2025","System of National Accounts (SNA) 1993","","","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021","2024","National Statistics Office","2015","January/December","No","Namibian dollar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7773.213,7853.47,8271.706,7875.665,7873.715,8039.002,8066.962,8190.166,8245.643,8311.075,8393.304,8402.653,8792.724,8955.07,9425.504,9743.141,10001.236,10232.023,10360.858,10243.453,10699.662,11067.089,11415.28,11746.215,12142.136,12331.735,12009.824,11568.052,11373.01,10967.318,9799.654,9851.91,10087.05,10259.052,10419.859,10584.335,10787.772,10899.475,11032.702,11171.616,11309.703
"NRU.NGDP_R.A","NRU","Nauru, Republic of","NGDP_R","Gross domestic product (GDP), Constant prices, Domestic currency",9,"Billions","XDC","Domestic currency","8/4/2025","System of National Accounts (SNA) 2008","Historical data source: Nauru Authorities, IMF staff estimates. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t).","true","Gross domestic product (GDP), Constant prices, Domestic currency","FY2020/21","Other","FY2012/13","July/June","No","Australian dollar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.071,0.071,0.077,0.06,0.072,0.068,0.068,0.078,0.097,0.101,0.117,0.121,0.126,0.118,0.117,0.127,0.129,0.139,0.143,0.144,0.146,0.149,0.152,0.155,0.157,0.16,0.163
"NRU.NGDPRPC.A","NRU","Nauru, Republic of","NGDPRPC","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",0,"Units","XDC","Domestic currency","8/4/2025","System of National Accounts (SNA) 2008","Historical data source: Nauru Authorities, IMF staff estimates. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t).","true","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency","FY2020/21","Other","FY2012/13","July/June","No","Australian dollar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7081.868,7064.406,7664.223,5972.225,7197.32,6785.786,6756.717,7687.222,9471.977,9584.118,10924.434,11002.045,11280.253,10439.262,10174.525,10933.222,11096.271,11828.88,12083.073,12085.396,12204.134,12333.101,12439.592,12536.265,12623.312,12711.611,12801.945
"NRU.NGDPRPPPPC.A","NRU","Nauru, Republic of","NGDPRPPPPC","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",0,"Units","","","8/4/2025","System of National Accounts (SNA) 2008","Historical data source: Nauru Authorities, IMF staff estimates. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t).","","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021","FY2020/21","Other","FY2012/13","July/June","No","Australian dollar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6041.315,6026.419,6538.104,5094.714,6139.803,5788.737,5763.939,6557.724,8080.241,8175.905,9319.285,9385.492,9622.823,8905.401,8679.562,9326.782,9465.874,10090.84,10307.683,10309.665,10410.957,10520.974,10611.818,10694.286,10768.543,10843.869,10920.929
"NPL.NGDP_R.A","NPL","Nepal","NGDP_R","Gross domestic product (GDP), Constant prices, Domestic currency",9,"Billions","XDC","Domestic currency","9/24/2025","System of National Accounts (SNA) 2008","Data refer to fiscal years. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t). Fiscal year starts on July 16th, and ends July 15th the following year. Data prior to 2010/11 were estimated by IMF staff by using data splicing.","true","Gross domestic product (GDP), Constant prices, Domestic currency","FY2024/25","National Statistics Office","FY2010/11","August/July","No","Nepalese rupee",393.765,426.61,442.737,429.552,471.138,500.089,522.922,531.81,572.742,597.528,625.224,665.029,692.349,718.981,778.076,805.063,848.035,892.649,918.916,960.11,1018.833,1076.179,1077.472,1119.979,1172.424,1213.213,1254.033,1296.816,1375.981,1438.356,1507.633,1559.222,1632.04,1689.572,1791.141,1862.357,1870.424,2038.337,2193.706,2339.743,2284.3,2394.818,2529.677,2579.829,2674.39,2789.787,2933.787,3081.601,3235.387,3396.914,3566.939
"NPL.NGDPRPC.A","NPL","Nepal","NGDPRPC","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",0,"Units","XDC","Domestic currency","9/24/2025","System of National Accounts (SNA) 2008","Data refer to fiscal years. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t). Fiscal year starts on July 16th, and ends July 15th the following year. Data prior to 2010/11 were estimated by IMF staff by using data splicing.","true","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency","FY2024/25","National Statistics Office","FY2010/11","August/July","No","Nepalese rupee",25283.8,26769.757,27144.03,25730.332,27577.718,28612.996,29265.633,29139.486,30728.706,31353.475,32022.423,33190.856,33593.323,33945.99,35827.191,36190.045,37289.623,38444.015,38804.988,39796.986,41506.213,43139.043,42539.094,43598.035,45064.344,46113.203,47205.439,48409.441,50981.079,52933.221,55139.93,56772.273,59271.673,61238.588,64726.684,66934.384,66907.268,72768.483,78124.314,82344.529,78859.849,81249.082,85130.072,86878.694,90195.434,94105.928,99038.214,104090.952,109353.832,114885.611,120711.331
"NPL.NGDPRPPPPC.A","NPL","Nepal","NGDPRPPPPC","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",0,"Units","","","9/24/2025","System of National Accounts (SNA) 2008","Data refer to fiscal years. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t). Fiscal year starts on July 16th, and ends July 15th the following year. Data prior to 2010/11 were estimated by IMF staff by using data splicing.","","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021","FY2024/25","National Statistics Office","FY2010/11","August/July","No","Nepalese rupee",1414.736,1497.881,1518.823,1439.721,1543.09,1601.018,1637.536,1630.477,1719.401,1754.36,1791.79,1857.169,1879.688,1899.422,2004.683,2024.986,2086.512,2151.105,2171.303,2226.81,2322.448,2413.812,2380.242,2439.494,2521.541,2580.229,2641.344,2708.713,2852.607,2961.838,3085.312,3176.649,3316.501,3426.558,3621.732,3745.262,3743.745,4071.704,4371.386,4607.525,4412.542,4546.23,4763.388,4861.23,5046.816,5265.625,5541.607,5824.329,6118.809,6428.336,6754.309
"NLD.NGDP_R.A","NLD","Netherlands, The","NGDP_R","Gross domestic product (GDP), Constant prices, Domestic currency",9,"Billions","XDC","Domestic currency","9/18/2025","European System of Accounts (ESA) 2010","","true","Gross domestic product (GDP), Constant prices, Domestic currency","2024","National Statistics Office","2021","January/December","Yes, from 1980","Euro",378.174,376.231,371.404,377.935,389.719,400.071,412.577,420.21,439.477,459.168,478.353,490.079,497.865,504.159,519.327,535.592,553.886,577.402,604.272,634.718,661.552,676.953,678.62,679.285,692.962,707.023,732.044,760.462,776.636,748.131,757.983,771.451,763.911,763.667,775.979,792.438,811.653,834.241,853.097,872.718,838.886,891.55,936.192,930.569,940.622,954.099,965.762,979.105,992.505,1005.408,1017.562
"NLD.NGDPRPC.A","NLD","Netherlands, The","NGDPRPC","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",0,"Units","XDC","Domestic currency","9/18/2025","European System of Accounts (ESA) 2010","","true","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency","2024","National Statistics Office","2021","January/December","Yes, from 1980","Euro",26837.955,26479.13,25998.071,26356.125,27073.993,27679.232,28395.952,28751.721,29866.025,31013.884,32120.237,32649.199,32907.665,33083.075,33851.006,34724.31,35748.675,37091.156,38601.29,40273.41,41701.612,42343.771,42136.484,41950.408,42622.748,43360.944,44816.615,46488.713,47340.269,45380.363,45730.528,46317.262,45660.198,45511.701,46108.84,46887.808,47803.007,48838.841,49653.27,50498.193,48190.832,51017.386,53220.934,52246.016,52422.953,52864.699,53227.794,53711.565,54208.748,54692.42,55130.802
"NLD.NGDPRPPPPC.A","NLD","Netherlands, The","NGDPRPPPPC","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",0,"Units","","","9/18/2025","European System of Accounts (ESA) 2010","","","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021","2024","National Statistics Office","2021","January/December","Yes, from 1980","Euro",36588.146,36098.961,35443.134,35931.268,36909.936,37735.058,38712.162,39197.181,40716.309,42281.185,43789.473,44510.607,44862.973,45102.109,46149.029,47339.603,48736.118,50566.321,52625.084,54904.683,56851.749,57727.203,57444.609,57190.932,58107.532,59113.914,61098.428,63377.997,64538.922,61866.985,62344.365,63144.258,62248.483,62046.038,62860.117,63922.083,65169.773,66581.923,67692.233,68844.115,65698.493,69551.931,72556.025,71226.92,71468.138,72070.37,72565.376,73224.901,73902.71,74562.1,75159.744
"NZL.NGDP_R.A","NZL","New Zealand","NGDP_R","Gross domestic product (GDP), Constant prices, Domestic currency",9,"Billions","XDC","Domestic currency","9/15/2025","System of National Accounts (SNA) 2008","Starting with the April 2021 WEO, real GDP data and forecasts are reported on a production basis. Nominal GDP data are reported on expenditure basis. Authorities' actual annual data are April/March recalculated using quarterly data as Jan/Dec. Annual CY data are reconstructed from quarterly data. The base year is 2009Q2 to 2010Q1. Historical data source: Statistics New Zealand.","true","Gross domestic product (GDP), Constant prices, Domestic currency","2024","National Statistics Office","2009","January/December","Yes, from 1987","New Zealand dollar",93.411,96.177,98.945,98.822,105.599,106.879,108.814,111.465,112.084,112.564,112.588,111.099,111.882,117.728,124.299,130.381,135.694,139.017,139.583,145.844,151.991,155.823,163.153,170.376,178.624,184.368,189.556,196.185,195.853,193.82,197.161,200.423,205.574,210.037,218.033,225.896,234.861,242.707,251.148,258.733,255.342,269.874,277.587,282.656,281.077,283.423,289.742,296.69,303.376,310.06,316.861
"NZL.NGDPRPC.A","NZL","New Zealand","NGDPRPC","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",0,"Units","XDC","Domestic currency","9/15/2025","System of National Accounts (SNA) 2008","Starting with the April 2021 WEO, real GDP data and forecasts are reported on a production basis. Nominal GDP data are reported on expenditure basis. Authorities' actual annual data are April/March recalculated using quarterly data as Jan/Dec. Annual CY data are reconstructed from quarterly data. The base year is 2009Q2 to 2010Q1. Historical data source: Statistics New Zealand.","true","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency","2024","National Statistics Office","2009","January/December","Yes, from 1987","New Zealand dollar",30051.579,30779.337,31419.986,31083.802,32884.58,32963.533,33257.676,33767.248,33644.048,33442.899,33058.297,31780.708,31667.705,32943.81,34321.571,35470.102,36341.091,36751.705,36580.272,38006.932,39373.867,40091.337,41292.013,42301.065,43687.236,44576.402,45290.899,46421.135,45953.308,45023.113,45293.131,45692.953,46608.021,47232.229,48240.591,48970.496,49795.611,50406.438,51244.236,51988.868,50381.2,53079.825,54534.776,54366.374,53132.653,53236.462,53889.966,54641.328,55324.786,55989.529,56656.663
"NZL.NGDPRPPPPC.A","NZL","New Zealand","NGDPRPPPPC","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",0,"Units","","","9/15/2025","System of National Accounts (SNA) 2008","Starting with the April 2021 WEO, real GDP data and forecasts are reported on a production basis. Nominal GDP data are reported on expenditure basis. Authorities' actual annual data are April/March recalculated using quarterly data as Jan/Dec. Annual CY data are reconstructed from quarterly data. The base year is 2009Q2 to 2010Q1. Historical data source: Statistics New Zealand.","","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021","2024","National Statistics Office","2009","January/December","Yes, from 1987","New Zealand dollar",27004.824,27658.799,28234.496,27932.396,29550.604,29621.552,29885.874,30343.783,30233.074,30052.318,29706.709,28558.647,28457.1,29603.829,30841.906,31873.994,32656.679,33025.663,32871.61,34153.63,35381.979,36026.709,37105.655,38012.406,39258.041,40057.06,40699.118,41714.766,41294.369,40458.481,40701.124,41060.41,41882.705,42443.628,43349.758,44005.662,44747.124,45296.022,46048.881,46718.019,45273.343,47698.37,49005.812,48854.484,47745.842,47839.127,48426.376,49101.562,49715.728,50313.076,50912.573
